-0.868900,-0.443700,-0.015050,-0.964900,-0.262100,0.013750
0.896300,0.442900,0.009749,0.905200,0.415800,0.088010
-0.343100,0.714000,0.523500,-0.136500,0.949400,0.283000
0.290000,-0.541600,-0.582100,0.484600,-0.476100,-0.733800
0.202900,-0.429900,0.676900,0.500700,-0.196700,0.843000
-0.082060,0.588000,-0.607600,-0.014300,0.024000,-0.999600
-0.466100,-0.159700,-0.692300,-0.510200,0.088870,-0.855400
0.810900,-0.380100,0.040290,0.494700,-0.767300,0.408200
-0.736100,0.409200,-0.124100,-0.955300,0.162900,-0.246600
-0.531900,-0.107000,0.650200,-0.477800,0.160200,0.863800
0.291400,0.310200,0.496100,0.697300,0.204300,0.687000
-0.087690,-0.499700,0.025480,-0.283100,-0.940500,-0.187900
0.428200,0.143000,-0.425900,0.773800,0.356900,-0.523300
0.280000,0.662500,-0.058570,-0.000050,1.000000,0.000000
-0.263300,0.662500,-0.018330,-0.016500,0.999900,-0.000008
0.067170,-0.087000,-0.736400,0.241500,0.161000,-0.956900
-0.828200,0.017810,0.226500,-0.921500,0.287800,0.260900
-0.494000,-0.517300,0.342000,-0.190500,-0.961700,0.197000
0.533800,-0.130100,0.398400,0.866100,0.083870,0.492800
-0.453700,-0.524800,-0.339600,-0.185400,-0.966000,-0.180100
-0.057800,0.027520,0.735600,0.012680,0.267700,0.963400
-0.804100,-0.067860,-0.337800,-0.859200,0.172000,-0.481900
-0.457300,0.297600,-0.552100,-0.499900,0.234700,-0.833700
-0.171600,-0.525500,-0.715400,-0.013140,-0.349300,-0.936900
0.379800,-0.515800,-0.078530,0.286400,-0.956500,-0.055030
-0.251500,-0.466300,0.729500,-0.231300,-0.294800,0.927100
-0.572100,0.314200,0.461300,-0.670000,0.233700,0.704600
0.593300,0.079780,-0.001499,0.937200,0.348800,-0.002208
-0.673900,0.698800,0.216800,-0.662300,0.731200,0.163600
0.100500,0.709400,0.467200,-0.212000,0.910900,-0.354000
-0.475300,0.715700,-0.401500,0.122300,0.986200,0.111500
0.451100,-0.547400,0.343800,0.000000,-1.000000,0.000000
0.594400,-0.216800,-0.297700,0.957800,0.033520,-0.285500
0.286800,0.577800,-0.447500,0.684800,0.048210,-0.727100
-0.095630,0.402700,0.625700,0.014080,0.167900,0.985700
-0.062080,-0.538700,0.407300,0.026950,-0.986800,0.159700
-0.011880,-0.542400,-0.359700,0.027560,-0.993600,-0.109200
0.412500,0.604800,0.287400,0.876800,0.022890,0.480300
0.121300,0.259000,-0.612500,0.356900,0.273100,-0.893300
-0.817400,-0.326600,0.337000,-0.855200,-0.109700,0.506500
0.376700,-0.177100,-0.587700,0.705200,0.027070,-0.708500
0.269900,-0.083680,0.653400,0.507600,0.155300,0.847500
0.481700,0.375600,-0.168600,0.939800,0.190900,-0.283600
-0.011700,0.662100,-0.259800,0.000000,1.000000,0.000000
-0.781000,-0.426700,-0.357400,-0.849900,-0.227000,-0.475600
-0.522300,-0.540100,0.004284,-0.124500,-0.992200,0.001894
-0.192100,0.145500,-0.690000,-0.013780,0.345100,-0.938500
-0.334500,0.168200,0.653900,-0.244000,0.304500,0.920700
0.492100,0.219500,0.266000,0.838100,0.288100,0.463300
