-0.542300,-0.123700,0.526500,-0.992000,-0.126300,0.000012
0.569300,-0.228200,-0.783900,0.938000,-0.003276,-0.346800
0.570000,0.357500,0.734500,0.373500,0.478900,0.794500
-0.571500,-0.177900,-0.635000,-1.000000,0.000000,0.000000
0.236800,-0.186000,0.058510,0.000000,-1.000000,0.000000
0.572400,-0.395500,0.701100,0.724000,-0.689800,-0.002073
-0.109900,0.363600,0.719600,0.000000,0.955700,-0.294500
0.025390,-0.003331,-0.525100,0.000000,1.000000,0.000000
-0.389000,-0.003331,-0.068360,0.000000,1.000000,0.000000
-0.033820,-0.380900,0.715800,0.000000,0.005438,1.000000
0.528500,-0.010460,-0.322100,0.913900,0.405900,0.000014
0.236800,0.125600,0.447500,0.013190,0.999900,0.002134
-0.575500,0.302400,0.740500,-0.838000,0.036570,0.544500
-0.203000,0.113600,0.321500,-0.006586,0.984500,-0.175300
0.550500,-0.152600,0.346800,0.219300,0.975700,0.000009
-0.177600,-0.228700,-0.797100,0.000000,-0.013670,-0.999900
-0.219900,-0.025700,0.715800,0.000000,0.000059,1.000000
-0.059190,-0.186000,-0.186800,0.000000,-1.000000,0.000000
0.490600,-0.017260,0.715800,0.000000,-0.005638,1.000000
0.025390,-0.186000,0.396800,0.000000,-1.000000,0.000000
-0.571400,-0.235100,0.160000,-0.986900,-0.161200,0.000000
0.194500,-0.203300,-0.797100,0.000000,0.000000,-1.000000
-0.321400,-0.003331,-0.423600,0.000000,1.000000,0.000000
-0.397500,-0.398600,0.709100,0.000000,-0.969400,0.245500
-0.558200,-0.240300,-0.271300,-0.011660,-0.999900,0.000000
0.564600,-0.239900,-0.059180,0.140000,-0.990200,0.000000
0.152200,-0.084910,0.715800,0.000000,0.000000,1.000000
0.228400,0.295600,0.742500,0.000000,0.074530,0.997200
-0.194500,-0.186000,0.143100,0.000000,-1.000000,0.000000
0.296000,-0.186000,-0.474300,0.000000,-1.000000,0.000000
0.211500,-0.003331,-0.203700,0.000000,1.000000,0.000000
-0.496600,0.050500,0.270500,-0.986600,0.002881,-0.163300
0.270700,-0.398600,0.709100,0.000000,-0.969400,0.245500
0.473600,-0.003331,0.100800,0.000000,1.000000,0.000000
-0.346800,-0.003331,-0.719600,0.000000,1.000000,-0.000043
-0.262200,-0.186000,0.447600,0.000000,-1.000000,0.000000
0.380600,-0.003331,-0.694200,0.000000,1.000000,0.000000
0.008471,-0.003331,0.041590,0.000000,1.000000,0.000000
0.304500,-0.186000,0.489900,0.000000,-1.000000,0.000000
-0.033970,0.102900,0.551900,0.884600,0.466300,0.004006
-0.406000,0.116600,0.540400,0.000000,0.988600,0.150800
0.570500,-0.211800,-0.508200,1.000000,0.000000,0.000000
-0.169100,-0.186000,-0.542000,0.000000,-1.000000,0.000000
0.489800,0.077250,0.467300,0.951400,0.308000,0.000000
0.177600,-0.003331,0.236100,0.000000,1.000000,0.000000
-0.312900,-0.186000,-0.237500,0.000000,-1.000000,0.000000
-0.566100,0.040120,0.718300,0.027130,-0.246300,0.968800
-0.329800,0.244800,0.744300,0.000000,0.007220,1.000000
-0.452700,-0.383100,-0.708400,0.844000,0.162600,-0.511100
-0.076110,-0.007427,-0.753200,0.000000,0.545900,-0.837800
0.372200,-0.186000,-0.237500,0.000000,-1.000000,0.000000
-0.522100,-0.002890,-0.279800,-0.209900,0.977700,0.000000
0.084590,-0.186000,-0.372800,0.000000,-1.000000,0.000000
-0.109900,-0.003331,-0.330500,0.000000,1.000000,0.000000
0.541600,-0.203300,0.582900,-1.000000,0.000000,0.000000
-0.093020,-0.186000,0.616700,0.000000,-1.000000,0.000000
0.346800,-0.186000,0.261500,0.000000,-1.000000,0.000000
-0.522200,-0.185400,-0.051440,-0.328500,-0.944500,0.000000
-0.321400,-0.003331,0.143100,0.000000,1.000000,0.000000
0.439800,-0.003331,-0.119100,0.000000,1.000000,0.000000
-0.169100,-0.003331,-0.093730,0.000000,1.000000,0.000000
-0.380600,-0.177900,0.715800,0.000000,0.000000,1.000000
-0.439800,-0.186000,-0.457400,0.000000,-1.000000,0.000000
0.025390,-0.186000,0.176900,0.000000,-1.000000,0.000000
0.016930,-0.186000,-0.668900,0.000000,-1.000000,0.000000
0.287600,0.085510,0.729200,-0.000078,-0.246200,0.969200
0.363700,-0.203300,0.715800,0.000000,0.000000,1.000000
0.042300,0.185700,0.742800,0.000000,-0.088280,0.996100
0.445800,-0.376900,-0.692600,-0.841800,-0.451900,0.295300
-0.380600,-0.186000,0.270000,0.000000,-1.000000,0.000000
0.135300,-0.003332,-0.728000,0.000000,0.999800,0.019670
0.564600,-0.239900,0.152300,0.140000,-0.990200,0.000000
0.019100,0.083180,0.346100,-0.913300,0.407300,0.000000
-0.389000,-0.203300,-0.797100,0.000000,0.000000,-1.000000
-0.570500,-0.265600,0.714900,-0.810800,-0.002218,0.585300
-0.507400,-0.003332,-0.533500,0.019630,0.999800,0.000000
0.570500,-0.211800,-0.296700,1.000000,0.000000,0.000000
0.448300,0.202300,0.678400,0.000000,0.112600,-0.993600
0.203000,-0.003331,-0.423600,0.000000,1.000000,0.000000
0.507500,-0.003332,-0.525100,-0.019460,0.999800,0.000000
0.406700,0.104000,0.284300,0.000000,0.761400,-0.648300
0.135300,-0.186000,-0.144500,0.000000,-1.000000,0.000000
-0.245300,-0.186000,-0.051440,0.000000,-1.000000,0.000000
0.016930,-0.003331,-0.169800,0.000000,1.000000,0.000000
-0.545000,-0.239200,0.363000,0.546100,-0.837700,-0.000073
0.219900,-0.003331,-0.000695,0.000000,1.000000,0.000000
-0.168400,0.164400,0.675100,0.000000,0.060440,-0.998200
-0.536700,-0.035470,0.066970,-0.969400,0.245300,0.000000
-0.535900,-0.041380,-0.763300,-0.551300,0.241800,-0.798500
0.338300,-0.186000,-0.660400,0.000000,-1.000000,0.000000
-0.019720,-0.004591,0.713900,0.000000,0.695000,0.719000
-0.194500,-0.003331,-0.584300,0.000000,1.000000,0.000000
-0.135300,-0.003331,0.176900,0.000000,1.000000,0.000000
